TE_req_integrative,n_peaks,mean,median
Old FL,65366,3.6266438933399407,1.02986112359459
Old Trnc,187269,2.7127901274853525,0.9980988098008893
Yng FL,24816,10.200090133553207,1.0335782287794704
Yng Intact,101,0.9514625296331467,0.7211655303677048
Yng Trnc,4760,3.3639657800180616,0.8548710706981344
