TE_genic_orientation_loc,n_peaks,mean,median
Antisense,81062,2.668190515421665,0.9453787386139169
Intergenic,135884,4.459617842488007,1.0502155390298389
Sense,65366,2.9378444486276796,0.9889453946674016
